daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,screen_time_weekend_difference,social_media_ratio,gaming_ratio,work_study_ratio,usage_intensity_index,productivity_ratio,notification_intensity,total_usage_composite,sleep_screen_imbalance,entertainment_dominance,digital_compulsivity,addiction_level,addiction_level_encoded,daily_screen_time_hours_raw,sleep_hours_raw,social_media_hours_raw,notifications_per_day_raw,screen_time_weekend_difference_raw
-1.6366001599550404,-0.797032193220237,-0.9809940934852756,0.8169014487019448,0.632977365562611,1.708298174781618,1.1600053805604165,-1.422234654564785,0.34437955043467267,-0.15367076191488058,2.7092275702902393,2.05934831560396,1.2572099064735165,3.971864359573169,-1.5271665486958663,-1.5639365917569594,-0.80188658983036,3.215759005493418,None,0,3.23,7.55,2.01,248,0.7200000000000002
-0.9236870372685833,0.33844553961724,0.19705469295612324,0.7481797189743461,0.7186792321386569,-0.10899770200963965,-0.554158062180854,-0.17211955144261087,0.7187510921785351,0.5624200710592635,1.1135298549164538,-0.4131747674618928,-0.02753290706692507,0.3006303680121739,-0.4880589715030399,-1.054515522804657,-0.47043650436008755,-0.10665688936829816,None,0,5.09,7.66,3.81,127,1.62
-0.551899010921345,-1.2070658189671035,1.5845343747648817,-0.5575331458500358,-1.4160763534828467,-1.3555725596433121,0.1686819437943806,1.2168972298042495,-0.826761518314726,1.3970378760099662,-0.33180288063932123,-0.9949449046538583,-0.4616302980753934,-0.9543550498347967,-0.9850942408025848,0.16439341565290963,-0.08584326593921057,0.24342136337553427,Mild,1,6.06,4.92,1.36,44,2.62
0.12651831550609025,1.6253203034997135,-0.43996428045292957,0.18591102120308106,1.162770722578167,0.6569699815965928,0.189334515393673,0.2723658185563836,0.7161348206341566,-0.5109638635694778,-0.13932429119434514,0.6412836061985447,-0.4177141017322368,0.14438068790646907,0.8516572729299041,-0.4368155184985103,-0.14351979627334344,-0.1337042984130726,Moderate,2,7.83,8.23,5.85,178,1.9399999999999995
0.942918826969614,1.6694777708878377,1.2267565951789752,1.2667164069189565,-0.411027190909219,0.026173065685577857,1.635014527344142,1.1752267263668432,0.26580747432579777,0.1437686622330562,0.09104702915937977,0.9806495195605244,-0.28889863854029346,-0.4999293835692977,1.97161447362233,0.9662689148676699,-0.2829093422411484,0.27212140310396543,Severe,3,9.96,6.21,5.92,136,2.59
0.6976153869054565,0.622314972826609,-1.504571331903675,0.4670453700887136,0.12655724488597736,-0.7848515404857271,-0.8639466361702401,-0.11655888019273641,-0.13959585784335277,-1.213976254797698,-0.21071184798325093,-1.1403874389518498,0.19253342035174592,-0.8448684232282245,0.5472503012300736,0.42206306852750763,-0.5721503480988486,-0.8895243392085451,Severe,3,9.32,6.9,4.26,82,1.6600000000000001
1.111564942013722,1.0449650178272254,-0.36142769469016955,-1.4884002121602409,1.4588317162045061,0.46172331714794534,-0.05849634379783598,-0.9916394523782595,-0.08938515266177095,-0.6802917952958855,-1.242275519662726,0.3382783264110627,-0.9570724748685916,-0.34287337578858634,1.1343596477170923,0.11544518959300337,2.344928031996289,-0.5807341635791954,Severe,3,10.4,8.61,4.93,165,1.0299999999999994
-1.2418149361017872,0.8367941001403545,0.1272443945003366,0.8543860285533628,-0.23962345775712773,0.5217992139013754,0.39586023138659715,-0.4777032433169198,1.6945833040864346,0.8524662887511372,1.7384867336538044,0.6534038173900437,-0.10751488382678241,1.3439986625123943,-0.447362852291832,-1.059114202999085,-0.4229566199081298,1.2257873061155862,Moderate,2,4.26,6.43,4.6,169,1.4000000000000004
-1.1958205410897578,-1.1944493997133538,0.6159164836908427,0.33584934060875155,-0.39544503334993764,0.5668561364664478,0.7469539485745682,0.10568380480676143,-0.5599255896941363,1.3474977408786162,1.0850069784308025,0.8958080412200295,0.2616612054609177,1.3156688608545122,-1.274307994663565,-0.9719770668482117,-0.5976672910587906,1.5345530347508258,None,0,4.38,6.23,1.38,172,1.8200000000000003
0.8662615019495644,0.9188008252897284,-0.5708585900575294,-0.7074714652557065,-1.1901350688732715,-1.7160279401638923,-0.32697977458863736,1.6474924319907756,-0.05820335384288703,-0.7433886944721472,-0.843586719546086,-1.5767150418458238,-0.6255611911506892,-1.324148389504697,0.6536028261020295,1.544804614189339,0.22265922556911602,-0.653174492535306,Severe,3,9.76,5.21,4.73,20,2.9299999999999997
0.37565462182125015,-1.2196822382208532,0.9038839648209621,0.14217901137642724,0.9835759106464347,0.31153357526437037,-1.7107020717412291,0.3557068254311959,-1.0224452850517276,0.21435339470709103,-0.26732648071594434,-0.7525406808238727,0.05899752080504901,-0.17178346590395605,0.03285135440041402,-0.2031260987412905,-0.5153527792965992,-1.3082068610998197,Moderate,2,8.48,8.0,1.34,155,2.0
-0.8968569735115659,-0.9168881761308594,0.22323355487704305,-1.4446682023335868,0.8199632562739837,1.4079186910144679,-1.359608354553258,1.6613825998032439,-0.44857861459508014,0.561792791890544,-0.9514647548480402,0.3382783264110627,-0.8096715048084134,1.6654816388233933,-1.1619867056406323,-1.059011234448242,0.8998744312179708,-0.8709979480451672,None,0,5.16,7.79,1.82,228,2.9399999999999995
1.540845962125997,-1.1755247708327292,0.08361295796546975,0.3733339204601692,1.6380265281362385,0.35659049782944285,-0.657420920177316,0.7446315241803183,-1.1274770525534301,-0.5527528950886983,-0.4935623339715727,-0.09804927648291123,0.5215947860529588,-0.4954890529713362,0.935219971043584,0.3206102761769367,-0.6743972543601403,-0.9170004224274706,Severe,3,11.52,8.84,1.41,158,2.280000000000001
-1.306973662368829,-0.9673538531458584,-0.5795848773645027,0.3108596207078067,-0.9330294691451341,-0.8749653856158721,-1.6900495001419367,-1.47779532581466,-0.23475280352066796,0.0838749130399384,1.2379217227360009,-1.6979171537608166,0.7050256120755299,-0.15189126955630444,-1.7067720881479937,-0.8965175847719947,-0.7157540830047077,-1.097088699415587,None,0,4.09,5.54,1.74,76,0.6799999999999997
1.2418823945478055,-1.5035516714302224,-0.9286363696434358,0.5857465396182026,-0.9953580993822583,-1.2204017919480947,1.3045733817554634,0.2723658185563836,-1.2441987758370565,-0.9646238841267955,-0.32675839450183075,-0.21925138839790415,2.33319177019741,-1.1191820653238265,0.1603658612621966,1.7467515123352917,-0.8920450459641287,-0.0023484833668257175,Severe,3,10.74,5.46,0.89,53,1.9399999999999995
-1.391296719890883,-0.2545261653089979,-0.28289110892740976,-0.10771818763302402,0.8121721774943433,0.8672356202335979,1.6969722421420192,-1.3805641511273794,0.696977934548681,0.5465392378779966,0.87629426584013,1.6957419798589823,-0.12169809726749725,2.048233062004606,-1.23741017991207,-1.414064245570904,-0.4150247386951325,3.1031531775872594,None,0,3.87,7.78,2.87,192,0.75
-1.0693359548066765,-0.1914440690402491,-0.28289110892740976,-0.7574509050575967,-0.8707008389080098,-1.4306674305850997,0.6230385189788137,1.0779955516795638,0.37058179374500283,0.20915075426654883,-0.2034408738820433,-0.7889013143983706,-0.4882769319241143,-0.8822723948491278,-1.3817457493811522,-0.6817527534225837,-0.046833811506520925,1.19792782343142,None,0,4.71,5.62,2.97,39,2.5200000000000005
1.157559337025751,1.612703884245964,1.4798189270812017,1.2042421071665939,-1.1589707537547091,0.14632485919243785,0.8295642349717378,-0.991639452378257,0.14723546518758543,0.18423638547177773,-0.021388193412425295,0.6049229726240466,-0.3233405239014696,-0.49749160475376086,2.1832342935206084,1.8255497488670507,-0.2495807028537659,-0.18733719025243092,Moderate,2,10.52,5.25,5.83,144,1.0300000000000011
1.6749962809110828,-0.8285732413546113,0.9824205505837222,-0.15145019745967786,-0.2629966940960488,1.0925202330589603,1.2219630953582938,0.5640593426182254,-1.0013153879762948,-0.1988565661664742,-0.73428946139898,1.5987802903269879,-0.2526435524134941,-0.23096896983080434,1.3812494375984146,1.5061464445477943,-0.31707522883230704,-0.17645581683656644,Moderate,2,11.87,6.4,1.96,207,2.1500000000000004
1.6175032871460464,0.26274702409474143,0.13597068180730973,0.8543860285533628,-1.540733613957095,0.5217992139013754,0.8089116633724455,0.02234279793194912,-0.5592541776558156,-0.5440702387116909,-0.31428488693907985,0.8958080412200295,0.05391494308088755,-0.445432401716983,1.7361195971201442,2.810494666421153,-0.5121902835543481,-0.3282990229729452,Moderate,2,11.72,4.76,3.69,169,1.7599999999999998
1.2112194645397858,-1.5098598810570973,-1.5220239065176218,1.2479741169932481,-0.325325324333173,1.6932792005932604,1.283920810156171,-0.8666279420660423,-1.245133965151276,-1.2391246804301081,-0.02103428929154244,2.1199493715614572,5.824185808221749,0.17601156350302166,0.5570173698407647,1.1446234395009813,-0.9928622850619768,-0.0005127850674977867,Moderate,2,10.66,6.32,0.88,247,1.1199999999999992
